id,course_id,document_id,question_number,internal_id,section,stem,question_type,type,options,answer,answer_choice,answer_text,explanation,difficulty,difficulty_level,unit_tag,tags,classification,source_mapping,page_number,position,embedding,ai_generated,provenance_chunk_ids,confidence,needs_review,parsing_metadata,reviewed_at,reviewed_by,created_at,updated_at,exam,canonical_id,test_code,section_code,source_type,competencies,version
c1c3f6e4-a60f-4f94-b76c-27698f65af3f,,,,af711d1b,Math,"Distance (kilometers)Average time (minutes) The table gives the average time , in minutes, it takes Carly to travel a certain distance , in kilometers. Which equation could represent this linear relationship?",mc,mc,"[{""key"": ""A"", ""text"": ""[Option A]""}, {""key"": ""B"", ""text"": ""[Option B]""}, {""key"": ""C"", ""text"": ""[Option C]""}, {""key"": ""D"", ""text"": ""[Option D]""}]",C,C,,"Choice C is correct. The average time , in minutes, it takes Carly to travel a certain distance , in kilometers, is given in the table. This linear relationship can be represented by an equation in the form , where and are constants. The table shows that it takes Carly an average time of minutes to travel kilometers. Substituting for and for in the equation yields . Subtracting from both sides of this equation yields . The table also shows that it takes Carly an average time of minutes to travel kilometers. Substituting for and Assessment SAT Test Math Domain Algebra Skill Linear functions DifficultyStandard ID 1A.2(B)1A.2(C)1A.2(D) 1A.2(G)1A.3.(A)1A.3.(B) 1A.3.(C)1A.3.(E)1A.12.(B) 1A.12.(E)CCRS.II.C.1CCRS.II.C.2 CCRS.II.C.3CCRS.II.D.1CCRS.II.D.2 CCRS.III.C.1CCRS.VI.A.1CCRS.VI.B.1 CCRS.VI.B.2CCRS.VI.C.1CCRS.VI.C.2 CCRS.VII.B.1 for in the equation yields . Subtracting from both sides of this equation yields . Substituting for in this equation yields . Subtracting from both sides of this equation yields . Adding to both sides of this equation yields . Dividing both sides of this equation by yields . Substituting for in the equation yields , or . Subtracting from both sides of this equation yields . Substituting for and for in the equation yields , or . Choice A is incorrect and may result from conceptual or calculation errors. Choice B is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors.",medium,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear functions"", ""Medium""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""af711d1b""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:05.42269+00,SAT,,SAT,M,,,1
7bcde19e-21c6-4e44-81f1-a609535e1f10,,,,842cec4d,Math,"During a portion of a flight, a small airplane's cruising speed varied between miles per hour and miles per hour. Which inequality best represents this situation, where is the cruising speed, in miles per hour, during this portion of the flight?",mc,mc,"[{""key"": ""A"", ""text"": ""[Option A]""}, {""key"": ""B"", ""text"": ""[Option B]""}, {""key"": ""C"", ""text"": ""[Option C]""}, {""key"": ""D"", ""text"": ""[Option D]""}]",D,D,,"Choice D is correct. It's given that during a portion of a flight, a small airplane's cruising speed varied between miles per hour and miles per hour. It's also given that represents the cruising speed, in miles per hour, during this portion of the flight. It follows that the airplane's cruising speed, in miles per hour, was at least , which means , and was at most , which means . Therefore, the inequality that best represents this situation is . Choice A is incorrect and may result from conceptual or calculation errors. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors.",easy,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear inequalities in"", ""Easy""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""842cec4d""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:08.067477+00,SAT,,SAT,M,,,1
ed8777a5-e674-4da9-947e-ee983e05156f,,,,87322577,Math,"The equation above relates the number of minutes, x, Maria spends running each day and the number of minutes, y, she spends biking each day. In the equation, what does the number 75 represent?",mc,mc,"[{""key"": ""A"", ""text"": ""The number of minutes spent running each day""}, {""key"": ""B"", ""text"": ""The number of minutes spent biking each day""}, {""key"": ""C"", ""text"": ""The total number of minutes spent running and biking each day""}, {""key"": ""D"", ""text"": ""The number of minutes spent biking for each minute spent running""}]",C,C,,"Choice C is correct. Maria spends x minutes running each day and y minutes biking each day. Therefore, represents the total number of minutes Maria spent running and biking each day. Because , it follows that 75 is the total number of minutes that Maria spent running and biking each day. Choices A and B are incorrect. The number of minutes Maria spent running each day is represented by x and need not be 75. Similarly, the number of minutes that Maria spends biking each day is represented by y and need not be 75. The number of minutes Maria spends running each day and biking each day may vary; however, the total number of minutes she spends each day on these activities is constant and equal to 75. Choice D is incorrect. The number of minutes Maria spent biking for each minute spent running cannot be determined from the information provided. Assessment SAT Test Math Domain Algebra Skill Linear equations in two variables DifficultyStandard ID 1A.2(B)1A.2(C)1A.2(E) 1A.2(F)1A.2(G)1A.3.(A) 1A.12.(E)CCRS.II.C.1CCRS.II.C.2 CCRS.II.C.3CCRS.II.D.1CCRS.II.D.2 CCRS.III.C.1CCRS.VII.B.1G.2.(B) G.2.(C)",easy,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear equations in"", ""Easy""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""87322577""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:05.875943+00,SAT,,SAT,M,,,1
2c4d8db1-420a-4e34-9606-80d42c79a421,,,,d11910d6,Math,The graph of the linear function is shown. What is the y-intercept of the graph of ?,mc,mc,"[{""key"": ""A"", ""text"": ""[Option A]""}, {""key"": ""B"", ""text"": ""[Option B]""}, {""key"": ""C"", ""text"": ""[Option C]""}, {""key"": ""D"", ""text"": ""Assessment SAT Test Math Domain Algebra Skill Linear functions DifficultyStandard ID 1A.2(B)1A.2(C)1A.2(D) 1A.2(G)1A.3.(A)1A.3.(B) 1A.3.(C)1A.3.(E)1A.12.(B) 1A.12.(E)CCRS.II.C.1CCRS.II.C.2 CCRS.II.C.3CCRS.II.D.1CCRS.II.D.2 CCRS.III.C.1CCRS.VI.A.1CCRS.VI.B.1 CCRS.VI.B.2CCRS.VI.C.1CCRS.VI.C.2 CCRS.VII.B.1""}]",C,C,,"Choice C is correct. The y-intercept of a graph is the point where the graph intersects the y-axis. The graph of shown intersects the y-axis at the point . Therefore, the y-intercept of the graph of is . Choice A is incorrect. This is the x-intercept, not the y-intercept, of the graph of . Choice B is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors.",easy,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear functions"", ""Easy""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""d11910d6""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:08.798792+00,SAT,,SAT,M,,,1
1ad2e221-8436-4e76-9371-a15c3f601169,,,,7a5a74a6,Math,"If x is the solution to the equation above, what is the value of ?",mc,mc,"[{""key"": ""A"", ""text"": ""[Option A]""}, {""key"": ""B"", ""text"": ""[Option B]""}, {""key"": ""C"", ""text"": ""[Option C]""}, {""key"": ""D"", ""text"": ""[Option D]""}]",B,B,,"Choice B is correct. Because 2 is a factor of both and 6, the expression can be rewritten as . Substituting for on the left-hand side of the given equation yields , or . Subtracting from both sides of this equation yields . Adding 11 to both sides of this equation yields . Dividing both sides of this equation by 2 yields . Alternate approach: Distributing 3 to the quantity on the left-hand side of the given equation and distributing 4 to the quantity on the right-hand side yields , or . Subtracting from both Assessment SAT Test Math Domain Algebra Skill Linear equations in one variable DifficultyStandard ID 1A.5.(A)CCRS.II.C.1CCRS.II.C.2 CCRS.II.C.3CCRS.VII.B.1 sides of this equation yields . Adding 29 to both sides of this equation yields . Dividing both sides of this equation by 2 yields . Therefore, the value of is , or . Choice A is incorrect. This is the value of x, not . Choices C and D are incorrect. If the value of is or , it follows that the value of x is or , respectively. However, solving the given equation for x yields . Therefore, the value of can’t be or .",medium,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear equations in"", ""Medium""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""7a5a74a6""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:05.543425+00,SAT,,SAT,M,,,1
9e75720e-9b26-447f-8adf-c540b3529cbf,,,,27198699,Math,"As part of a science project on evaporation, Amaya measured the height of a liquid in a container over a period of time. The function gives the estimated height, in centimeters (cm), of the liquid in the container days after the start of the project. Which of the following is the best interpretation of in this context?",mc,mc,"[{""key"": ""A"", ""text"": ""The estimated height, in cm, of the liquid at the start of the project""}, {""key"": ""B"", ""text"": ""The estimated height, in cm, of the liquid at the end of the project""}, {""key"": ""C"", ""text"": ""The estimated change in the height, in cm, of the liquid each day""}, {""key"": ""D"", ""text"": ""The estimated number of days for all of the liquid to evaporate""}]",A,A,,"Choice A is correct. It's given that the function gives the estimated height, in centimeters (cm), of the liquid in the container days after the start of the project. For a linear function in the form , where and are constants, represents the value of and represents the rate of change of the function. It follows that in the given function, represents the value of . Therefore, the best interpretation of in this context is the estimated height, in cm, of the liquid at the start of the project. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect. The estimated change in the height, in cm, of the liquid each day is , not . Choice D is incorrect and may result from conceptual or calculation errors. Assessment SAT Test Math Domain Algebra Skill Linear functions DifficultyStandard ID 1A.2(B)1A.2(C)1A.2(D) 1A.2(G)1A.3.(A)1A.3.(B) 1A.3.(C)1A.3.(E)1A.12.(B) 1A.12.(E)CCRS.II.C.1CCRS.II.C.2 CCRS.II.C.3CCRS.II.D.1CCRS.II.D.2 CCRS.III.C.1CCRS.VI.A.1CCRS.VI.B.1 CCRS.VI.B.2CCRS.VI.C.1CCRS.VI.C.2 CCRS.VII.B.1",easy,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear functions"", ""Easy""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""27198699""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:07.434816+00,SAT,,SAT,M,,,1
b4dede40-6085-494d-8bd3-363b5cb08938,,,,7e3f8363,Math,"In the xy-plane, the graph of the linear function contains the points and . Which equation defines , where ?",mc,mc,"[{""key"": ""A"", ""text"": ""[Option A]""}, {""key"": ""B"", ""text"": ""[Option B]""}, {""key"": ""C"", ""text"": ""[Option C]""}, {""key"": ""D"", ""text"": ""[Option D]""}]",C,C,,"Choice C is correct. In the xy-plane, an equation of the graph of a linear function can be written in the form , where represents the slope and represents the y-intercept of the graph of . It’s given that the graph of the linear function , where , in the xy-plane contains the point . Thus, . The slope of the graph of a line containing any two points and can be found using the slope formula, . Since it’s given that the graph of the linear function contains the points and , it follows that the slope of the graph of the line containing these points is , or . Substituting for and for in yields . Choice A is incorrect. This function represents a graph with a slope of and a y-intercept of . Choice B is incorrect. This function represents a graph with a slope of and a y-intercept of . Assessment SAT Test Math Domain Algebra Skill Linear functions DifficultyStandard ID 1A.2(B)1A.2(C)1A.2(D) 1A.2(G)1A.3.(A)1A.3.(B) 1A.3.(C)1A.3.(E)1A.12.(B) 1A.12.(E)CCRS.II.C.1CCRS.II.C.2 CCRS.II.C.3CCRS.II.D.1CCRS.II.D.2 CCRS.III.C.1CCRS.VI.A.1CCRS.VI.B.1 CCRS.VI.B.2CCRS.VI.C.1CCRS.VI.C.2 CCRS.VII.B.1 Choice D is incorrect. This function represents a graph with a slope of and a y-intercept of .",medium,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear functions"", ""Medium""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""7e3f8363""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:08.99742+00,SAT,,SAT,M,,,1
9f2b1068-b8bc-44be-aacb-23614c7c6fe7,,,,c50ede6d,Math,"The total cost, in dollars, to rent a surfboard consists of a service fee and a per hour rental fee. A person rents a surfboard for hours and intends to spend a maximum of to rent the surfboard. Which inequality represents this situation?",mc,mc,"[{""key"": ""A"", ""text"": ""[Option A]""}, {""key"": ""B"", ""text"": ""[Option B]""}, {""key"": ""C"", ""text"": ""[Option C]""}, {""key"": ""D"", ""text"": ""[Option D]""}]",D,D,,"Choice D is correct. The cost of the rental fee depends on the number of hours the surfboard is rented. Multiplying hours by dollars per hour yields a rental fee of dollars. The total cost of the rental consists of the rental fee plus the dollar service fee, which yields a total cost of dollars. Since the person intends to spend a maximum of dollars to rent the surfboard, the total cost must be at most dollars. Therefore, the inequality represents this situation. Choice A is incorrect. This represents a situation where the rental fee, not the total cost, is at most dollars. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors.",easy,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear inequalities in"", ""Easy""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""c50ede6d""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:06.823688+00,SAT,,SAT,M,,,1
7e425cba-399b-442e-80ff-286a0599f5f0,,,,5c94e6fa,Math,"In the given equation, is a constant. The equation has infinitely many solutions. What is the value of ?",fr,fr,,21,,21,"The correct answer is . It's given that the equation has infinitely many solutions. If an equation in one variable has infinitely many solutions, then the equation is true for any value of the variable. Subtracting from both sides of the given equation yields . Since this equation must be true for any value of , the value of is .",easy,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear equations in"", ""Easy""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""5c94e6fa""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:05.751049+00,SAT,,SAT,M,,,1
94535549-6b4e-4cde-9dca-55fdc92613cb,,,,b1228811,Math,"Marisa needs to hire at least 10 staff members for an upcoming project. The staff members will be made up of junior directors, who will be paid $640 per week, and senior directors, who will be paid $880 per week. Her budget for paying the staff members is no more than $9,700 per week. She must hire at least 3 junior directors and at least 1 senior director. Which of the following systems of inequalities represents the conditions described if x is the number of junior directors and y is the number of senior directors?",mc,mc,"[{""key"": ""A"", ""text"": ""[Option A]""}, {""key"": ""B"", ""text"": ""[Option B]""}, {""key"": ""C"", ""text"": ""[Option C]""}, {""key"": ""D"", ""text"": ""Assessment SAT Test Math Domain Algebra Skill Linear inequalities in one or two variables DifficultyStandard ID 1A.2(H)1A.3.(D)1A.3.(H) 1A.5.(B)2A.3(E)2A.3(F) 2A.3(G)CCRS.II.C.1CCRS.II.C.2 CCRS.II.C.3CCRS.II.D.1CCRS.II.D.2 CCRS.III.C.1CCRS.VII.B.1""}]",B,B,,"Choice B is correct. Marisa will hire x junior directors and y senior directors. Since she needs to hire at least 10 staff members, . Each junior director will be paid $640 per week, and each senior director will be paid $880 per week. Marisa’s budget for paying the new staff is no more than $9,700 per week; in terms of x and y, this condition is . Since Marisa must hire at least 3 junior directors and at least 1 senior director, it follows that and . All four of these conditions are represented correctly in choice B. Choices A and C are incorrect. For example, the first condition, , in each of these options implies that Marisa can pay the new staff members more than her budget of $9,700. Choice D is incorrect because Marisa needs to hire at least 10 staff members, not at most 10 staff members, as the inequality implies.",medium,,Algebra,"[""SAT"", ""Math"", ""Algebra"", ""Linear inequalities in"", ""Medium""]",,"{""source"": ""SAT Question Bank"", ""questionId"": ""b1228811""}",,,,false,,1,false,,,,2025-12-03 17:06:20.621785+00,2025-12-08 06:48:08.272067+00,SAT,,SAT,M,,,1
